code,term
167181009,Measurement of renal clearance of creatinine
167182002,Creatinine clearance-glomerular filtration normal
167183007,Creatinine clearance-glomerular filtration abnormal
250735000,Amylase/creatinine clearance ratio measurement
395680003,Estimated creatine clearance
442238003,Measurement of creatinine clearance in peritoneal dialysis fluid specimen
442407001,Estimation of creatinine clearance by Cockcroft-Gault formula
442723000,Measurement of creatinine clearance normalized to body surface area in peritoneal dialysis fluid specimen
784580008,Estimation of creatinine clearance
968191000000100,Estimated creatinine clearance using Cockcroft-Gault formula
